"id","true","output"
"4249","7:Prognosi","7:Prognosi"
"4250","6:Pregnanc","10:Tomogra"
"4251","9:Risk-Fac","9:Risk-Fac"
"4252","6:Pregnanc","9:Risk-Fac"
"4253","10:Tomogra","10:Tomogra"
"4254","1:Antibodi","8:Receptor"
"4255","7:Prognosi","7:Prognosi"
"4256","2:Carcinom","7:Prognosi"
"4257","1:Antibodi","1:Antibodi"
"4258","1:Antibodi","8:Receptor"
"4259","4:In-Vitro","4:In-Vitro"
"4260","9:Risk-Fac","9:Risk-Fac"
"4261","7:Prognosi","9:Risk-Fac"
"4262","7:Prognosi","7:Prognosi"
"4263","7:Prognosi","6:Pregnanc"
"4264","7:Prognosi","7:Prognosi"
"4265","6:Pregnanc","6:Pregnanc"
"4266","3:DNA","5:Molecula"
"4267","6:Pregnanc","6:Pregnanc"
"4268","4:In-Vitro","4:In-Vitro"
"4269","7:Prognosi","10:Tomogra"
"4270","6:Pregnanc","4:In-Vitro"
"4271","2:Carcinom","2:Carcinom"
"4272","6:Pregnanc","9:Risk-Fac"
"4273","1:Antibodi","1:Antibodi"
"4274","5:Molecula","5:Molecula"
"4275","2:Carcinom","2:Carcinom"
"4276","8:Receptor","8:Receptor"
"4277","9:Risk-Fac","9:Risk-Fac"
"4278","9:Risk-Fac","9:Risk-Fac"
"4279","6:Pregnanc","6:Pregnanc"
"4280","10:Tomogra","10:Tomogra"
"4281","10:Tomogra","10:Tomogra"
"4282","7:Prognosi","6:Pregnanc"
"4283","8:Receptor","8:Receptor"
"4284","7:Prognosi","10:Tomogra"
"4285","9:Risk-Fac","7:Prognosi"
"4286","8:Receptor","8:Receptor"
"4287","9:Risk-Fac","9:Risk-Fac"
"4288","9:Risk-Fac","9:Risk-Fac"
"4289","6:Pregnanc","2:Carcinom"
"4290","7:Prognosi","9:Risk-Fac"
"4291","10:Tomogra","10:Tomogra"
"4292","1:Antibodi","1:Antibodi"
"4293","5:Molecula","3:DNA"
"4294","6:Pregnanc","4:In-Vitro"
"4295","10:Tomogra","10:Tomogra"
"4296","7:Prognosi","7:Prognosi"
"4297","6:Pregnanc","6:Pregnanc"
"4298","9:Risk-Fac","9:Risk-Fac"
"4299","7:Prognosi","10:Tomogra"
"4300","7:Prognosi","10:Tomogra"
"4301","6:Pregnanc","9:Risk-Fac"
"4302","6:Pregnanc","6:Pregnanc"
"4303","10:Tomogra","7:Prognosi"
"4304","2:Carcinom","2:Carcinom"
"4305","3:DNA","3:DNA"
"4306","2:Carcinom","1:Antibodi"
"4307","9:Risk-Fac","9:Risk-Fac"
"4308","2:Carcinom","7:Prognosi"
"4309","6:Pregnanc","6:Pregnanc"
"4310","10:Tomogra","10:Tomogra"
"4311","1:Antibodi","3:DNA"
"4312","8:Receptor","4:In-Vitro"
"4313","6:Pregnanc","6:Pregnanc"
"4314","8:Receptor","4:In-Vitro"
"4315","7:Prognosi","7:Prognosi"
"4316","1:Antibodi","1:Antibodi"
"4317","4:In-Vitro","4:In-Vitro"
"4318","8:Receptor","8:Receptor"
"4319","7:Prognosi","7:Prognosi"
"4320","1:Antibodi","3:DNA"
"4321","9:Risk-Fac","9:Risk-Fac"
"4322","9:Risk-Fac","9:Risk-Fac"
"4323","8:Receptor","8:Receptor"
"4324","9:Risk-Fac","4:In-Vitro"
"4325","9:Risk-Fac","9:Risk-Fac"
"4326","2:Carcinom","2:Carcinom"
"4327","6:Pregnanc","6:Pregnanc"
"4328","5:Molecula","5:Molecula"
"4329","8:Receptor","4:In-Vitro"
"4330","6:Pregnanc","6:Pregnanc"
"4331","2:Carcinom","2:Carcinom"
"4332","10:Tomogra","10:Tomogra"
"4333","4:In-Vitro","4:In-Vitro"
"4334","10:Tomogra","10:Tomogra"
"4335","6:Pregnanc","10:Tomogra"
"4336","7:Prognosi","7:Prognosi"
"4337","5:Molecula","5:Molecula"
"4338","6:Pregnanc","6:Pregnanc"
"4339","5:Molecula","1:Antibodi"
"4340","9:Risk-Fac","7:Prognosi"
"4341","2:Carcinom","2:Carcinom"
"4342","9:Risk-Fac","9:Risk-Fac"
"4343","6:Pregnanc","7:Prognosi"
"4344","5:Molecula","5:Molecula"
"4345","9:Risk-Fac","6:Pregnanc"
"4346","6:Pregnanc","6:Pregnanc"
"4347","1:Antibodi","1:Antibodi"
"4348","6:Pregnanc","6:Pregnanc"
"4349","8:Receptor","8:Receptor"
"4350","6:Pregnanc","6:Pregnanc"
"4351","2:Carcinom","2:Carcinom"
"4352","3:DNA","10:Tomogra"
"4353","7:Prognosi","7:Prognosi"
"4354","10:Tomogra","10:Tomogra"
"4355","10:Tomogra","10:Tomogra"
"4356","1:Antibodi","8:Receptor"
"4357","6:Pregnanc","9:Risk-Fac"
"4358","4:In-Vitro","8:Receptor"
"4359","4:In-Vitro","8:Receptor"
"4360","10:Tomogra","1:Antibodi"
"4361","4:In-Vitro","4:In-Vitro"
"4362","6:Pregnanc","10:Tomogra"
"4363","5:Molecula","3:DNA"
"4364","6:Pregnanc","9:Risk-Fac"
"4365","5:Molecula","5:Molecula"
"4366","4:In-Vitro","4:In-Vitro"
"4367","4:In-Vitro","4:In-Vitro"
"4368","7:Prognosi","9:Risk-Fac"
"4369","4:In-Vitro","4:In-Vitro"
"4370","3:DNA","2:Carcinom"
"4371","6:Pregnanc","6:Pregnanc"
"4372","1:Antibodi","1:Antibodi"
"4373","9:Risk-Fac","9:Risk-Fac"
"4374","6:Pregnanc","6:Pregnanc"
"4375","9:Risk-Fac","10:Tomogra"
"4376","4:In-Vitro","4:In-Vitro"
"4377","6:Pregnanc","6:Pregnanc"
"4378","4:In-Vitro","10:Tomogra"
"4379","8:Receptor","2:Carcinom"
"4380","4:In-Vitro","4:In-Vitro"
"4381","7:Prognosi","1:Antibodi"
"4382","9:Risk-Fac","9:Risk-Fac"
"4383","2:Carcinom","7:Prognosi"
"4384","1:Antibodi","9:Risk-Fac"
"4385","6:Pregnanc","6:Pregnanc"
"4386","1:Antibodi","1:Antibodi"
"4387","9:Risk-Fac","9:Risk-Fac"
"4388","8:Receptor","8:Receptor"
"4389","8:Receptor","8:Receptor"
"4390","2:Carcinom","2:Carcinom"
"4391","9:Risk-Fac","9:Risk-Fac"
"4392","3:DNA","3:DNA"
"4393","10:Tomogra","9:Risk-Fac"
"4394","10:Tomogra","10:Tomogra"
"4395","7:Prognosi","7:Prognosi"
"4396","7:Prognosi","9:Risk-Fac"
"4397","3:DNA","1:Antibodi"
"4398","1:Antibodi","1:Antibodi"
"4399","8:Receptor","8:Receptor"
"4400","7:Prognosi","7:Prognosi"
"4401","10:Tomogra","10:Tomogra"
"4402","9:Risk-Fac","9:Risk-Fac"
"4403","6:Pregnanc","6:Pregnanc"
"4404","1:Antibodi","3:DNA"
"4405","6:Pregnanc","6:Pregnanc"
"4406","6:Pregnanc","4:In-Vitro"
"4407","10:Tomogra","10:Tomogra"
"4408","6:Pregnanc","6:Pregnanc"
"4409","3:DNA","1:Antibodi"
"4410","7:Prognosi","7:Prognosi"
"4411","10:Tomogra","10:Tomogra"
"4412","4:In-Vitro","4:In-Vitro"
"4413","4:In-Vitro","4:In-Vitro"
"4414","2:Carcinom","10:Tomogra"
"4415","6:Pregnanc","6:Pregnanc"
"4416","10:Tomogra","10:Tomogra"
"4417","4:In-Vitro","9:Risk-Fac"
"4418","1:Antibodi","1:Antibodi"
"4419","9:Risk-Fac","9:Risk-Fac"
"4420","2:Carcinom","10:Tomogra"
"4421","7:Prognosi","6:Pregnanc"
"4422","3:DNA","5:Molecula"
"4423","9:Risk-Fac","10:Tomogra"
"4424","2:Carcinom","2:Carcinom"
"4425","8:Receptor","5:Molecula"
"4426","5:Molecula","5:Molecula"
"4427","6:Pregnanc","6:Pregnanc"
"4428","2:Carcinom","2:Carcinom"
"4429","10:Tomogra","8:Receptor"
"4430","3:DNA","5:Molecula"
"4431","9:Risk-Fac","9:Risk-Fac"
"4432","9:Risk-Fac","9:Risk-Fac"
"4433","8:Receptor","8:Receptor"
"4434","6:Pregnanc","6:Pregnanc"
"4435","10:Tomogra","2:Carcinom"
"4436","8:Receptor","1:Antibodi"
"4437","5:Molecula","5:Molecula"
"4438","10:Tomogra","10:Tomogra"
"4439","1:Antibodi","8:Receptor"
"4440","9:Risk-Fac","9:Risk-Fac"
"4441","6:Pregnanc","6:Pregnanc"
"4442","8:Receptor","4:In-Vitro"
"4443","4:In-Vitro","8:Receptor"
"4444","10:Tomogra","10:Tomogra"
"4445","7:Prognosi","9:Risk-Fac"
"4446","6:Pregnanc","6:Pregnanc"
"4447","7:Prognosi","10:Tomogra"
"4448","10:Tomogra","9:Risk-Fac"
"4449","1:Antibodi","7:Prognosi"
"4450","6:Pregnanc","6:Pregnanc"
"4451","10:Tomogra","1:Antibodi"
"4452","4:In-Vitro","5:Molecula"
"4453","9:Risk-Fac","6:Pregnanc"
"4454","9:Risk-Fac","9:Risk-Fac"
"4455","8:Receptor","1:Antibodi"
"4456","4:In-Vitro","4:In-Vitro"
"4457","10:Tomogra","10:Tomogra"
"4458","2:Carcinom","7:Prognosi"
"4459","2:Carcinom","2:Carcinom"
"4460","9:Risk-Fac","2:Carcinom"
"4461","9:Risk-Fac","9:Risk-Fac"
"4462","10:Tomogra","10:Tomogra"
"4463","8:Receptor","1:Antibodi"
"4464","7:Prognosi","9:Risk-Fac"
"4465","9:Risk-Fac","9:Risk-Fac"
"4466","3:DNA","3:DNA"
"4467","6:Pregnanc","6:Pregnanc"
"4468","10:Tomogra","8:Receptor"
"4469","1:Antibodi","3:DNA"
"4470","7:Prognosi","9:Risk-Fac"
"4471","3:DNA","8:Receptor"
"4472","2:Carcinom","2:Carcinom"
"4473","9:Risk-Fac","9:Risk-Fac"
"4474","5:Molecula","3:DNA"
"4475","3:DNA","3:DNA"
"4476","7:Prognosi","10:Tomogra"
"4477","8:Receptor","8:Receptor"
"4478","2:Carcinom","2:Carcinom"
"4479","8:Receptor","8:Receptor"
"4480","8:Receptor","1:Antibodi"
"4481","9:Risk-Fac","3:DNA"
"4482","10:Tomogra","10:Tomogra"
"4483","6:Pregnanc","6:Pregnanc"
"4484","10:Tomogra","5:Molecula"
"4485","2:Carcinom","2:Carcinom"
"4486","2:Carcinom","10:Tomogra"
"4487","5:Molecula","5:Molecula"
"4488","3:DNA","8:Receptor"
"4489","6:Pregnanc","6:Pregnanc"
"4490","5:Molecula","5:Molecula"
"4491","4:In-Vitro","4:In-Vitro"
"4492","1:Antibodi","8:Receptor"
"4493","10:Tomogra","9:Risk-Fac"
"4494","9:Risk-Fac","6:Pregnanc"
"4495","6:Pregnanc","6:Pregnanc"
"4496","7:Prognosi","7:Prognosi"
"4497","10:Tomogra","10:Tomogra"
"4498","5:Molecula","5:Molecula"
"4499","6:Pregnanc","1:Antibodi"
"4500","9:Risk-Fac","9:Risk-Fac"
"4501","3:DNA","3:DNA"
"4502","10:Tomogra","10:Tomogra"
"4503","5:Molecula","5:Molecula"
"4504","2:Carcinom","7:Prognosi"
"4505","9:Risk-Fac","1:Antibodi"
"4506","9:Risk-Fac","7:Prognosi"
"4507","5:Molecula","3:DNA"
"4508","2:Carcinom","2:Carcinom"
"4509","6:Pregnanc","6:Pregnanc"
"4510","9:Risk-Fac","1:Antibodi"
"4511","6:Pregnanc","6:Pregnanc"
"4512","6:Pregnanc","6:Pregnanc"
"4513","9:Risk-Fac","9:Risk-Fac"
"4514","4:In-Vitro","5:Molecula"
"4515","6:Pregnanc","6:Pregnanc"
"4516","7:Prognosi","9:Risk-Fac"
"4517","3:DNA","3:DNA"
"4518","8:Receptor","8:Receptor"
"4519","4:In-Vitro","9:Risk-Fac"
"4520","6:Pregnanc","6:Pregnanc"
"4521","3:DNA","8:Receptor"
"4522","10:Tomogra","10:Tomogra"
"4523","2:Carcinom","9:Risk-Fac"
"4524","6:Pregnanc","6:Pregnanc"
"4525","6:Pregnanc","9:Risk-Fac"
"4526","7:Prognosi","7:Prognosi"
"4527","2:Carcinom","1:Antibodi"
"4528","6:Pregnanc","6:Pregnanc"
"4529","1:Antibodi","1:Antibodi"
"4530","9:Risk-Fac","7:Prognosi"
"4531","1:Antibodi","7:Prognosi"
"4532","6:Pregnanc","6:Pregnanc"
"4533","4:In-Vitro","4:In-Vitro"
"4534","7:Prognosi","6:Pregnanc"
"4535","6:Pregnanc","6:Pregnanc"
"4536","5:Molecula","4:In-Vitro"
"4537","3:DNA","3:DNA"
"4538","9:Risk-Fac","9:Risk-Fac"
"4539","8:Receptor","3:DNA"
"4540","3:DNA","3:DNA"
"4541","6:Pregnanc","6:Pregnanc"
"4542","10:Tomogra","10:Tomogra"
"4543","1:Antibodi","1:Antibodi"
"4544","10:Tomogra","2:Carcinom"
"4545","4:In-Vitro","4:In-Vitro"
"4546","5:Molecula","3:DNA"
"4547","2:Carcinom","2:Carcinom"
"4548","8:Receptor","8:Receptor"
"4549","6:Pregnanc","10:Tomogra"
"4550","6:Pregnanc","6:Pregnanc"
"4551","10:Tomogra","10:Tomogra"
"4552","8:Receptor","8:Receptor"
"4553","10:Tomogra","10:Tomogra"
"4554","9:Risk-Fac","9:Risk-Fac"
"4555","5:Molecula","5:Molecula"
"4556","10:Tomogra","10:Tomogra"
"4557","4:In-Vitro","8:Receptor"
"4558","6:Pregnanc","6:Pregnanc"
"4559","8:Receptor","5:Molecula"
"4560","4:In-Vitro","4:In-Vitro"
"4561","1:Antibodi","1:Antibodi"
"4562","5:Molecula","5:Molecula"
"4563","3:DNA","3:DNA"
"4564","1:Antibodi","1:Antibodi"
"4565","7:Prognosi","9:Risk-Fac"
"4566","4:In-Vitro","8:Receptor"
"4567","9:Risk-Fac","9:Risk-Fac"
"4568","8:Receptor","4:In-Vitro"
"4569","3:DNA","4:In-Vitro"
"4570","3:DNA","3:DNA"
"4571","6:Pregnanc","9:Risk-Fac"
"4572","5:Molecula","5:Molecula"
"4573","3:DNA","3:DNA"
"4574","4:In-Vitro","4:In-Vitro"
"4575","8:Receptor","8:Receptor"
"4576","6:Pregnanc","7:Prognosi"
"4577","10:Tomogra","7:Prognosi"
"4578","7:Prognosi","7:Prognosi"
"4579","2:Carcinom","2:Carcinom"
"4580","4:In-Vitro","5:Molecula"
"4581","4:In-Vitro","4:In-Vitro"
"4582","4:In-Vitro","4:In-Vitro"
"4583","10:Tomogra","10:Tomogra"
"4584","3:DNA","3:DNA"
"4585","6:Pregnanc","1:Antibodi"
"4586","8:Receptor","8:Receptor"
"4587","7:Prognosi","7:Prognosi"
"4588","6:Pregnanc","6:Pregnanc"
"4589","10:Tomogra","10:Tomogra"
"4590","8:Receptor","3:DNA"
"4591","2:Carcinom","2:Carcinom"
"4592","9:Risk-Fac","9:Risk-Fac"
"4593","9:Risk-Fac","9:Risk-Fac"
"4594","4:In-Vitro","4:In-Vitro"
"4595","1:Antibodi","1:Antibodi"
"4596","8:Receptor","8:Receptor"
"4597","1:Antibodi","1:Antibodi"
"4598","9:Risk-Fac","10:Tomogra"
"4599","9:Risk-Fac","7:Prognosi"
"4600","10:Tomogra","10:Tomogra"
"4601","5:Molecula","8:Receptor"
"4602","3:DNA","4:In-Vitro"
"4603","6:Pregnanc","9:Risk-Fac"
"4604","1:Antibodi","2:Carcinom"
"4605","9:Risk-Fac","9:Risk-Fac"
"4606","2:Carcinom","8:Receptor"
"4607","3:DNA","3:DNA"
"4608","9:Risk-Fac","9:Risk-Fac"
"4609","1:Antibodi","8:Receptor"
"4610","7:Prognosi","7:Prognosi"
"4611","1:Antibodi","1:Antibodi"
"4612","6:Pregnanc","6:Pregnanc"
"4613","7:Prognosi","9:Risk-Fac"
"4614","4:In-Vitro","8:Receptor"
"4615","9:Risk-Fac","7:Prognosi"
"4616","9:Risk-Fac","9:Risk-Fac"
"4617","7:Prognosi","6:Pregnanc"
"4618","1:Antibodi","10:Tomogra"
"4619","1:Antibodi","10:Tomogra"
"4620","9:Risk-Fac","6:Pregnanc"
"4621","10:Tomogra","10:Tomogra"
"4622","2:Carcinom","10:Tomogra"
"4623","8:Receptor","8:Receptor"
"4624","1:Antibodi","1:Antibodi"
"4625","4:In-Vitro","8:Receptor"
"4626","6:Pregnanc","9:Risk-Fac"
"4627","1:Antibodi","9:Risk-Fac"
"4628","7:Prognosi","7:Prognosi"
"4629","1:Antibodi","1:Antibodi"
"4630","6:Pregnanc","10:Tomogra"
"4631","9:Risk-Fac","7:Prognosi"
"4632","4:In-Vitro","4:In-Vitro"
"4633","1:Antibodi","8:Receptor"
"4634","6:Pregnanc","6:Pregnanc"
"4635","9:Risk-Fac","9:Risk-Fac"
"4636","8:Receptor","8:Receptor"
"4637","10:Tomogra","10:Tomogra"
"4638","1:Antibodi","1:Antibodi"
"4639","10:Tomogra","9:Risk-Fac"
"4640","1:Antibodi","3:DNA"
"4641","2:Carcinom","2:Carcinom"
"4642","9:Risk-Fac","2:Carcinom"
"4643","6:Pregnanc","9:Risk-Fac"
"4644","1:Antibodi","1:Antibodi"
"4645","6:Pregnanc","6:Pregnanc"
"4646","4:In-Vitro","4:In-Vitro"
"4647","6:Pregnanc","6:Pregnanc"
"4648","8:Receptor","4:In-Vitro"
"4649","9:Risk-Fac","7:Prognosi"
"4650","4:In-Vitro","4:In-Vitro"
"4651","8:Receptor","8:Receptor"
"4652","3:DNA","5:Molecula"
"4653","9:Risk-Fac","9:Risk-Fac"
"4654","4:In-Vitro","4:In-Vitro"
"4655","3:DNA","3:DNA"
"4656","3:DNA","3:DNA"
"4657","3:DNA","2:Carcinom"
"4658","9:Risk-Fac","9:Risk-Fac"
"4659","9:Risk-Fac","2:Carcinom"
"4660","8:Receptor","3:DNA"
"4661","7:Prognosi","10:Tomogra"
"4662","8:Receptor","1:Antibodi"
"4663","1:Antibodi","5:Molecula"
"4664","6:Pregnanc","6:Pregnanc"
"4665","1:Antibodi","9:Risk-Fac"
"4666","7:Prognosi","9:Risk-Fac"
"4667","2:Carcinom","2:Carcinom"
"4668","9:Risk-Fac","7:Prognosi"
"4669","1:Antibodi","6:Pregnanc"
"4670","4:In-Vitro","4:In-Vitro"
"4671","9:Risk-Fac","9:Risk-Fac"
"4672","8:Receptor","1:Antibodi"
"4673","1:Antibodi","4:In-Vitro"
"4674","8:Receptor","4:In-Vitro"
"4675","1:Antibodi","1:Antibodi"
"4676","7:Prognosi","6:Pregnanc"
"4677","8:Receptor","8:Receptor"
"4678","6:Pregnanc","6:Pregnanc"
"4679","1:Antibodi","1:Antibodi"
"4680","5:Molecula","8:Receptor"
"4681","1:Antibodi","1:Antibodi"
"4682","6:Pregnanc","6:Pregnanc"
"4683","4:In-Vitro","1:Antibodi"
"4684","7:Prognosi","10:Tomogra"
"4685","6:Pregnanc","4:In-Vitro"
"4686","9:Risk-Fac","9:Risk-Fac"
"4687","8:Receptor","8:Receptor"
"4688","8:Receptor","8:Receptor"
"4689","6:Pregnanc","6:Pregnanc"
"4690","6:Pregnanc","10:Tomogra"
"4691","7:Prognosi","9:Risk-Fac"
"4692","10:Tomogra","10:Tomogra"
"4693","8:Receptor","8:Receptor"
"4694","7:Prognosi","9:Risk-Fac"
"4695","5:Molecula","5:Molecula"
"4696","10:Tomogra","10:Tomogra"
"4697","3:DNA","3:DNA"
"4698","9:Risk-Fac","9:Risk-Fac"
"4699","8:Receptor","4:In-Vitro"
"4700","2:Carcinom","2:Carcinom"
"4701","10:Tomogra","2:Carcinom"
"4702","2:Carcinom","2:Carcinom"
"4703","2:Carcinom","2:Carcinom"
"4704","10:Tomogra","10:Tomogra"
"4705","1:Antibodi","1:Antibodi"
"4706","9:Risk-Fac","9:Risk-Fac"
"4707","9:Risk-Fac","9:Risk-Fac"
"4708","10:Tomogra","10:Tomogra"
"4709","6:Pregnanc","6:Pregnanc"
"4710","8:Receptor","8:Receptor"
"4711","2:Carcinom","7:Prognosi"
"4712","6:Pregnanc","6:Pregnanc"
"4713","3:DNA","3:DNA"
"4714","6:Pregnanc","6:Pregnanc"
"4715","10:Tomogra","10:Tomogra"
"4716","5:Molecula","3:DNA"
"4717","1:Antibodi","5:Molecula"
"4718","5:Molecula","5:Molecula"
"4719","1:Antibodi","4:In-Vitro"
"4720","10:Tomogra","10:Tomogra"
"4721","9:Risk-Fac","9:Risk-Fac"
"4722","9:Risk-Fac","9:Risk-Fac"
"4723","5:Molecula","3:DNA"
"4724","5:Molecula","5:Molecula"
"4725","6:Pregnanc","6:Pregnanc"
"4726","6:Pregnanc","9:Risk-Fac"
"4727","6:Pregnanc","6:Pregnanc"
"4728","3:DNA","5:Molecula"
"4729","8:Receptor","8:Receptor"
"4730","4:In-Vitro","4:In-Vitro"
"4731","5:Molecula","3:DNA"
"4732","8:Receptor","8:Receptor"
"4733","6:Pregnanc","8:Receptor"
"4734","1:Antibodi","1:Antibodi"
"4735","2:Carcinom","10:Tomogra"
"4736","1:Antibodi","3:DNA"
"4737","7:Prognosi","6:Pregnanc"
"4738","3:DNA","5:Molecula"
"4739","7:Prognosi","10:Tomogra"
"4740","8:Receptor","8:Receptor"
"4741","7:Prognosi","10:Tomogra"
"4742","8:Receptor","8:Receptor"
"4743","3:DNA","8:Receptor"
"4744","9:Risk-Fac","9:Risk-Fac"
"4745","8:Receptor","8:Receptor"
"4746","9:Risk-Fac","6:Pregnanc"
"4747","4:In-Vitro","6:Pregnanc"
"4748","8:Receptor","8:Receptor"
"4749","6:Pregnanc","6:Pregnanc"
"4750","8:Receptor","8:Receptor"
"4751","6:Pregnanc","6:Pregnanc"
"4752","5:Molecula","5:Molecula"
"4753","4:In-Vitro","4:In-Vitro"
"4754","6:Pregnanc","6:Pregnanc"
"4755","3:DNA","4:In-Vitro"
"4756","9:Risk-Fac","10:Tomogra"
"4757","6:Pregnanc","6:Pregnanc"
"4758","6:Pregnanc","6:Pregnanc"
"4759","7:Prognosi","7:Prognosi"
"4760","8:Receptor","4:In-Vitro"
"4761","5:Molecula","5:Molecula"
"4762","8:Receptor","8:Receptor"
"4763","10:Tomogra","10:Tomogra"
"4764","7:Prognosi","1:Antibodi"
"4765","6:Pregnanc","6:Pregnanc"
"4766","10:Tomogra","10:Tomogra"
"4767","7:Prognosi","10:Tomogra"
"4768","10:Tomogra","10:Tomogra"
"4769","6:Pregnanc","10:Tomogra"
"4770","8:Receptor","1:Antibodi"
"4771","9:Risk-Fac","9:Risk-Fac"
"4772","6:Pregnanc","6:Pregnanc"
"4773","1:Antibodi","1:Antibodi"
"4774","10:Tomogra","10:Tomogra"
"4775","7:Prognosi","7:Prognosi"
"4776","7:Prognosi","9:Risk-Fac"
"4777","1:Antibodi","1:Antibodi"
"4778","9:Risk-Fac","9:Risk-Fac"
"4779","10:Tomogra","7:Prognosi"
"4780","9:Risk-Fac","9:Risk-Fac"
"4781","6:Pregnanc","2:Carcinom"
"4782","2:Carcinom","2:Carcinom"
"4783","1:Antibodi","1:Antibodi"
"4784","4:In-Vitro","8:Receptor"
"4785","7:Prognosi","3:DNA"
"4786","1:Antibodi","1:Antibodi"
"4787","7:Prognosi","7:Prognosi"
"4788","7:Prognosi","10:Tomogra"
"4789","1:Antibodi","6:Pregnanc"
"4790","10:Tomogra","10:Tomogra"
"4791","8:Receptor","8:Receptor"
"4792","9:Risk-Fac","9:Risk-Fac"
"4793","8:Receptor","8:Receptor"
"4794","1:Antibodi","1:Antibodi"
"4795","4:In-Vitro","4:In-Vitro"
"4796","6:Pregnanc","6:Pregnanc"
"4797","9:Risk-Fac","9:Risk-Fac"
"4798","6:Pregnanc","6:Pregnanc"
"4799","7:Prognosi","9:Risk-Fac"
"4800","2:Carcinom","10:Tomogra"
"4801","10:Tomogra","10:Tomogra"
"4802","10:Tomogra","10:Tomogra"
"4803","9:Risk-Fac","2:Carcinom"
"4804","4:In-Vitro","8:Receptor"
"4805","3:DNA","7:Prognosi"
"4806","9:Risk-Fac","7:Prognosi"
"4807","9:Risk-Fac","9:Risk-Fac"
"4808","1:Antibodi","1:Antibodi"
"4809","6:Pregnanc","6:Pregnanc"
"4810","6:Pregnanc","7:Prognosi"
"4811","1:Antibodi","10:Tomogra"
"4812","8:Receptor","8:Receptor"
"4813","9:Risk-Fac","1:Antibodi"
"4814","1:Antibodi","1:Antibodi"
"4815","4:In-Vitro","4:In-Vitro"
"4816","9:Risk-Fac","9:Risk-Fac"
"4817","4:In-Vitro","4:In-Vitro"
"4818","9:Risk-Fac","6:Pregnanc"
"4819","9:Risk-Fac","9:Risk-Fac"
"4820","3:DNA","4:In-Vitro"
"4821","8:Receptor","8:Receptor"
"4822","6:Pregnanc","1:Antibodi"
"4823","9:Risk-Fac","9:Risk-Fac"
"4824","9:Risk-Fac","8:Receptor"
"4825","8:Receptor","2:Carcinom"
"4826","9:Risk-Fac","7:Prognosi"
"4827","10:Tomogra","10:Tomogra"
"4828","1:Antibodi","8:Receptor"
"4829","10:Tomogra","8:Receptor"
"4830","9:Risk-Fac","6:Pregnanc"
"4831","9:Risk-Fac","2:Carcinom"
"4832","3:DNA","5:Molecula"
"4833","8:Receptor","8:Receptor"
"4834","8:Receptor","8:Receptor"
"4835","6:Pregnanc","4:In-Vitro"
"4836","8:Receptor","4:In-Vitro"
"4837","10:Tomogra","10:Tomogra"
"4838","10:Tomogra","10:Tomogra"
"4839","5:Molecula","5:Molecula"
"4840","5:Molecula","3:DNA"
"4841","3:DNA","3:DNA"
"4842","8:Receptor","8:Receptor"
"4843","4:In-Vitro","4:In-Vitro"
"4844","1:Antibodi","1:Antibodi"
"4845","6:Pregnanc","6:Pregnanc"
"4846","4:In-Vitro","4:In-Vitro"
"4847","1:Antibodi","5:Molecula"
"4848","9:Risk-Fac","9:Risk-Fac"
"4849","5:Molecula","3:DNA"
"4850","3:DNA","3:DNA"
"4851","5:Molecula","5:Molecula"
"4852","2:Carcinom","2:Carcinom"
"4853","8:Receptor","4:In-Vitro"
"4854","10:Tomogra","10:Tomogra"
"4855","8:Receptor","3:DNA"
"4856","5:Molecula","3:DNA"
"4857","1:Antibodi","1:Antibodi"
"4858","5:Molecula","5:Molecula"
"4859","4:In-Vitro","4:In-Vitro"
"4860","7:Prognosi","7:Prognosi"
"4861","8:Receptor","4:In-Vitro"
"4862","4:In-Vitro","4:In-Vitro"
"4863","6:Pregnanc","6:Pregnanc"
"4864","3:DNA","3:DNA"
"4865","6:Pregnanc","6:Pregnanc"
"4866","3:DNA","5:Molecula"
"4867","9:Risk-Fac","9:Risk-Fac"
"4868","10:Tomogra","7:Prognosi"
"4869","1:Antibodi","2:Carcinom"
"4870","8:Receptor","8:Receptor"
"4871","6:Pregnanc","6:Pregnanc"
"4872","1:Antibodi","1:Antibodi"
"4873","5:Molecula","5:Molecula"
"4874","1:Antibodi","1:Antibodi"
"4875","1:Antibodi","8:Receptor"
"4876","1:Antibodi","4:In-Vitro"
"4877","1:Antibodi","1:Antibodi"
"4878","9:Risk-Fac","6:Pregnanc"
"4879","10:Tomogra","10:Tomogra"
"4880","4:In-Vitro","4:In-Vitro"
"4881","4:In-Vitro","4:In-Vitro"
"4882","3:DNA","3:DNA"
"4883","9:Risk-Fac","9:Risk-Fac"
"4884","6:Pregnanc","6:Pregnanc"
"4885","7:Prognosi","7:Prognosi"
"4886","9:Risk-Fac","9:Risk-Fac"
"4887","2:Carcinom","2:Carcinom"
"4888","9:Risk-Fac","7:Prognosi"
"4889","9:Risk-Fac","9:Risk-Fac"
"4890","9:Risk-Fac","9:Risk-Fac"
"4891","6:Pregnanc","6:Pregnanc"
"4892","6:Pregnanc","6:Pregnanc"
"4893","7:Prognosi","9:Risk-Fac"
"4894","5:Molecula","8:Receptor"
"4895","5:Molecula","3:DNA"
"4896","10:Tomogra","10:Tomogra"
"4897","10:Tomogra","10:Tomogra"
"4898","3:DNA","2:Carcinom"
"4899","7:Prognosi","9:Risk-Fac"
